Count,Tradelist Count,Name,Edition,Card Number,Condition,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
4,,Suntouched Myr,Fifth Dawn,160,,,,,,,,,0.03
4,,Sylvok Explorer,Fifth Dawn,93,,,,,,,,,0.04
1,,Synod Centurion,Fifth Dawn,161,,,,,,,,,0.08
4,,Tangle Asp,Fifth Dawn,94,,,,,,,,,0.05
2,,Tel-Jilad Justice,Fifth Dawn,95,,,,,,,,,0.09
6,,Tel-Jilad Lifebreather,Fifth Dawn,96,,,,,,,,,0.02
1,,Thermal Navigator,Fifth Dawn,162,,,,,,,,,0.04
4,,Thought Courier,Fifth Dawn,38,,,,,,,,,0.07
4,,Tyrranax,Fifth Dawn,98,,,,,,,,,0.04
1,,Vanquish,Fifth Dawn,20,,,,,,,,,0.05
4,,Vicious Betrayal,Fifth Dawn,60,,,,,,,,,0.02
3,,Viridian Scout,Fifth Dawn,100,,,,,,,,,0.03
4,,Wayfarer's Bauble,Fifth Dawn,165,,,,,,,,,0.05
4,,Desperate Ritual,Champions of Kamigawa,163,,,,,,,,,0.85
1,,Tomb of Urami,Saviors of Kamigawa,165,,,,,,,,,0.28
1,,Anaba Shaman,Ninth Edition,172,,,,,,,,,0.05
1,,Anaconda,Ninth Edition,229,,,,,,,,,0.09
2,,Anarchist,Ninth Edition,173,,,,,,,,,0.09
3,,Angel of Mercy,Ninth Edition,1,,,,,,,,,0.06
2,,Angelic Blessing,Ninth Edition,2,,,,,,,,,0.04
2,,Aven Cloudchaser,Ninth Edition,3,,,,,,,,,0.05
4,,Aven Fisher,Ninth Edition,61,,,,,,,,,0.02
2,,Aven Flock,Ninth Edition,4,,,,,,,,,0.04
2,,Aven Windreader,Ninth Edition,62,,,,,,,,,0.03
2,,Azure Drake,Ninth Edition,63,,,,,,,,,0.06
4,,Balduvian Barbarians,Ninth Edition,174,,,,,,,,,0.04
1,,Baleful Stare,Ninth Edition,64,,,,,,,,,0.03
2,,Ballista Squad,Ninth Edition,5,,,,,,,,,0.05
4,,Blanchwood Armor,Ninth Edition,232,,,,,,,,,0.1
1,,Blaze,Ninth Edition,175,,,,,,,,,0.12
5,,Bog Imp,Ninth Edition,116,,,,,,,,,0.02
3,,Boomerang,Ninth Edition,66,,,,,,,,,0.05
1,,Chastise,Ninth Edition,9,,,,,,,,,0.1
2,,Confiscate,Ninth Edition,68,,,,,,,,,0.14
1,,Consume Spirit,Ninth Edition,119,,,,,,,,,0.07
1,,Counsel of the Soratami,Ninth Edition,69,,,,,,,,,0.05
1,,Crafty Pathmage,Ninth Edition,71,,,,,,,,,0.03
4,,Craw Wurm,Ninth Edition,233,,,,,,,,,0.04
4,,Crossbow Infantry,Ninth Edition,12,,,,,,,,,0.04
2,,Dancing Scimitar,Ninth Edition,292,,,,,,,,,0.07
2,,Dark Banishing,Ninth Edition,122,,,,,,,,,0.05
2,,Deathgazer,Ninth Edition,124,,,,,,,,,0.04
3,,Dehydration,Ninth Edition,73,,,,,,,,,0.02
3,,Demolish,Ninth Edition,179,,,,,,,,,0.04
2,,Demystify,Ninth Edition,13,,,,,,,,,0.03
1,,Dream Prowler,Ninth Edition,74,,,,,,,,,0.04
1,,Drudge Skeletons,Ninth Edition,126,,,,,,,,,0.06
1,,Elvish Berserker,Ninth Edition,237,,,,,,,,,0.05
4,,Elvish Warrior,Ninth Edition,240,,,,,,,,,0.05
2,,Enfeeblement,Ninth Edition,127,,,,,,,,,0.02
2,,Enormous Baloth,Ninth Edition,9,,,,,,,,,0.05
1,,Enrage,Ninth Edition,180,,,,,,,,,0.05
4,,Festering Goblin,Ninth Edition,130,,,,,,,,,0.05
3,,Fishliver Oil,Ninth Edition,77,,,,,,,,,0.05
1,,Flame Wave,Ninth Edition,182,,,,,,,,,0.09
1,,Flashfires,Ninth Edition,183,,,,,,,,,0.08
1,,Flight,Ninth Edition,79,,,,,,,,,0.01
1,,Flowstone Shambler,Ninth Edition,185,,,,,,,,,0.04
2,,Foot Soldiers,Ninth Edition,14,,,,,,,,,0.04
3,,Foul Imp,Ninth Edition,132,,,,,,,,,0.02
4,,Fugitive Wizard,Ninth Edition,80,,,,,,,,,0.02
1,,Giant Cockroach,Ninth Edition,133,,,,,,,,,0.04
4,,Giant Growth,Ninth Edition,243,,,,,,,,,0.05
2,,Giant Octopus,Ninth Edition,4,,,,,,,,,0.05
4,,Giant Spider,Ninth Edition,244,,,,,,,,,0.03
4,,Glory Seeker,Ninth Edition,17,,,,,,,,,0.04
2,,Goblin Chariot,Ninth Edition,191,,,,,,,,,0.04
3,,Goblin Mountaineer,Ninth Edition,193,,,,,,,,,0.05
2,,Goblin Piker,Ninth Edition,194,,,,,,,,,0.01
1,,Goblin Raider,Ninth Edition,8,,,,,,,,,0.04
1,,Goblin Sky Raider,Ninth Edition,195,,,,,,,,,0.04
4,,Gravedigger,Ninth Edition,136,,,,,,,,,0.04
3,,Grizzly Bears,Ninth Edition,246,,,,,,,,,0.05
3,,Highway Robber,Ninth Edition,138,,,,,,,,,0.01
4,,Hill Giant,Ninth Edition,197,,,,,,,,,0.04
3,,Hollow Dogs,Ninth Edition,139,,,,,,,,,0.04
1,,Holy Day,Ninth Edition,18,,,,,,,,,0.11
1,,Holy Strength,Ninth Edition,19,,,,,,,,,0.03
4,,Horned Turtle,Ninth Edition,81,,,,,,,,,0.04
1,,Index,Ninth Edition,5,,,,,,,,,0.05
1,,Infantry Veteran,Ninth Edition,21,,,,,,,,,0.01
4,,Kavu Climber,Ninth Edition,249,,,,,,,,,0.02
4,,Lava Axe,Ninth Edition,200,,,,,,,,,0.01
2,,Levitation,Ninth Edition,83,,,,,,,,,0.05
2,,Looming Shade,Ninth Edition,142,,,,,,,,,0.02
1,,Lumengrid Warden,Ninth Edition,84,,,,,,,,,0.02
4,,Master Decoy,Ninth Edition,27,,,,,,,,,0.03
4,,Mending Hands,Ninth Edition,29,,,,,,,,,0.04
4,,Mind Rot,Ninth Edition,145,,,,,,,,,0.02
4,,Natural Spring,Ninth Edition,257,,,,,,,,,0.04
4,,Norwood Ranger,Ninth Edition,260,,,,,,,,,0.04
3,,Ogre Taskmaster,Ninth Edition,205,,,,,,,,,0.06
4,,Order of the Sacred Bell,Ninth Edition,261,,,,,,,,,0.04
1,,Overgrowth,Ninth Edition,262,,,,,,,,,0.14
2,,Pacifism,Ninth Edition,31,,,,,,,,,0.05
1,,Panic Attack,Ninth Edition,207,,,,,,,,,0.02
1,,Phantom Warrior,Ninth Edition,88,,,,,,,,,0.07
1,,Phyrexian Gargantua,Ninth Edition,153,,,,,,,,,0.04
2,,Phyrexian Hulk,Ninth Edition,306,,,,,,,,,0.06
2,,Plague Beetle,Ninth Edition,154,,,,,,,,,0.04
2,,Puppeteer,Ninth Edition,91,,,,,,,,,0.07
1,,Quicksand,Ninth Edition,323,,,,,,,,,0.07
2,,Raging Goblin,Ninth Edition,209,,,,,,,,,0.05
3,,Raise Dead,Ninth Edition,156,,,,,,,,,0.04
2,,Rampant Growth,Ninth Edition,263,,,,,,,,,0.05
2,,Ravenous Rats,Ninth Edition,157,,,,,,,,,0.05
2,,Reflexes,Ninth Edition,211,,,,,,,,,0.02
1,,Regeneration,Ninth Edition,265,,,,,,,,,0.05
4,,Rod of Ruin,Ninth Edition,307,,,,,,,,,0.03
1,,Rogue Kavu,Ninth Edition,213,,,,,,,,,0.04
2,,Sacred Nectar,Ninth Edition,38,,,,,,,,,0.04
1,,Sage Aven,Ninth Edition,95,,,,,,,,,0.05
1,,Samite Healer,Ninth Edition,39,,,,,,,,,0.03
3,,Scaled Wurm,Ninth Edition,269,,,,,,,,,0.04
1,,Scathe Zombies,Ninth Edition,160,,,,,,,,,0.02
2,,Sea Monster,Ninth Edition,96,,,,,,,,,0.02
4,,Serpent Warrior,Ninth Edition,162,,,,,,,,,0.01
1,,Shatter,Ninth Edition,218,,,,,,,,,0.03
3,,Sift,Ninth Edition,98,,,,,,,,,0.05
2,,Skyhunter Prowler,Ninth Edition,45,,,,,,,,,0.05
1,,Slay,Ninth Edition,163,,,,,,,,,0.07
1,,Spined Wurm,Ninth Edition,10,,,,,,,,,0.05
1,,Spineless Thug,Ninth Edition,165,,,,,,,,,0.02
3,,Stone Rain,Ninth Edition,221,,,,,,,,,0.05
1,,Storm Crow,Ninth Edition,100,,,,,,,,,0.05
3,,Suntail Hawk,Ninth Edition,49,,,,,,,,,0.04
2,,Telepathy,Ninth Edition,101,,,,,,,,,0.07
1,,Tempest of Light,Ninth Edition,50,,,,,,,,,0.06
1,,Thieving Magpie,Ninth Edition,103,,,,,,,,,0.07
1,,Time Ebb,Ninth Edition,107,,,,,,,,,0.02
4,,Trained Armodon,Ninth Edition,274,,,,,,,,,0.04
1,,Tree Monkey,Ninth Edition,275,,,,,,,,,0.05
4,,Treetop Bracers,Ninth Edition,276,,,,,,,,,0.04
3,,Unholy Strength,Ninth Edition,168,,,,,,,,,0.05
1,,Ur-Golem's Eye,Ninth Edition,314,,,,,,,,,0.07
3,,Venerable Monk,Ninth Edition,51,,,,,,,,,0.02
4,,Veteran Cavalier,Ninth Edition,52,,,,,,,,,0.04
4,,Volcanic Hammer,Ninth Edition,226,,,,,,,,,0.04
1,,Wanderguard Sentry,Ninth Edition,111,,,,,,,,,0.02
1,,Warrior's Honor,Ninth Edition,53,,,,,,,,,0.04
4,,Wildfire,Ninth Edition,228,,,,,,,,,0.18
4,,Wind Drake,Ninth Edition,112,,,,,,,,,0.01
1,,Wurm's Tooth,Ninth Edition,316,,,,,,,,,0.06
1,,Yavimaya Enchantress,Ninth Edition,284,,,,,,,,,0.07
2,,Zodiac Monkey,Ninth Edition,285,,,,,,,,,0.05
1,,Auratouched Mage,Ravnica: City of Guilds,1,,,,,,,,,0.09
3,,Belltower Sphinx,Ravnica: City of Guilds,38,,,,,,,,,0.07
2,,Brainspoil,Ravnica: City of Guilds,78,,,,,,,,,0.05
2,,Caregiver,Ravnica: City of Guilds,6,,,,,,,,,0.02
1,,Carrion Howler,Ravnica: City of Guilds,79,,,,,,,,,0.05
1,,Chant of Vitu-Ghazi,Ravnica: City of Guilds,7,,,,,,,,,0.08
4,,Cleansing Beam,Ravnica: City of Guilds,118,,,,,,,,,0.05
1,,Conclave's Blessing,Ravnica: City of Guilds,11,,,,,,,,,0.03
4,,Convolute,Ravnica: City of Guilds,41,,,,,,,,,0.03
1,,Dimir Guildmage,Ravnica: City of Guilds,245,,,,,,,,,0.06
2,,Dowsing Shaman,Ravnica: City of Guilds,159,,,,,,,,,0.06
2,,"Duskmantle, House of Shadow",Ravnica: City of Guilds,277,,,,,,,,,0.09
1,,Fists of Ironwood,Ravnica: City of Guilds,164,,,,,,,,,0.05
1,,Flame-Kin Zealot,Ravnica: City of Guilds,206,,,,,,,,,0.04
1,,Flight of Fancy,Ravnica: City of Guilds,49,,,,,,,,,0.05
1,,Gate Hound,Ravnica: City of Guilds,19,,,,,,,,,0.02
4,,Golgari Signet,Ravnica: City of Guilds,262,,,,,,,,,0.05
1,,Greater Forgeling,Ravnica: City of Guilds,129,,,,,,,,,0.03
3,,Halcyon Glaze,Ravnica: City of Guilds,54,,,,,,,,,0.06
3,,Indentured Oaf,Ravnica: City of Guilds,133,,,,,,,,,0.04
2,,Junktroller,Ravnica: City of Guilds,264,,,,,,,,,0.08
2,,Last Gasp,Ravnica: City of Guilds,93,,,,,,,,,0.05
1,,Lore Broker,Ravnica: City of Guilds,57,,,,,,,,,0.09
1,,Mark of Eviction,Ravnica: City of Guilds,58,,,,,,,,,0.07
2,,Mausoleum Turnkey,Ravnica: City of Guilds,94,,,,,,,,,0.04
2,,Mnemonic Nexus,Ravnica: City of Guilds,59,,,,,,,,,0.07
1,,Mortipede,Ravnica: City of Guilds,96,,,,,,,,,0.03
1,,Necromantic Thirst,Ravnica: City of Guilds,97,,,,,,,,,0.03
2,,Peel from Reality,Ravnica: City of Guilds,61,,,,,,,,,0.04
1,,Peregrine Mask,Ravnica: City of Guilds,268,,,,,,,,,0.07
1,,Rain of Embers,Ravnica: City of Guilds,138,,,,,,,,,0.02
4,,Remand,Ravnica: City of Guilds,63,,,,,,,,,3
3,,Reroute,Ravnica: City of Guilds,139,,,,,,,,,0.08
4,,Rolling Spoil,Ravnica: City of Guilds,179,,,,,,,,,0.05
4,,Sadistic Augermage,Ravnica: City of Guilds,103,,,,,,,,,0.02
1,,Selesnya Evangel,Ravnica: City of Guilds,228,,,,,,,,,0.05
1,,Selesnya Sanctuary,Ravnica: City of Guilds,281,,,,,,,,,0.07
2,,Selesnya Signet,Ravnica: City of Guilds,270,,,,,,,,,0.05
1,,Sewerdreg,Ravnica: City of Guilds,104,,,,,,,,,0.02
4,,Shambling Shell,Ravnica: City of Guilds,230,,,,,,,,,0.05
1,,Sunhome Enforcer,Ravnica: City of Guilds,233,,,,,,,,,0.02
3,,Tattered Drake,Ravnica: City of Guilds,68,,,,,,,,,0.03
4,,Terrarion,Ravnica: City of Guilds,273,,,,,,,,,0.05
1,,Tidewater Minion,Ravnica: City of Guilds,71,,,,,,,,,0.05
1,,Torpid Moloch,Ravnica: City of Guilds,147,,,,,,,,,0.05
1,,Trophy Hunter,Ravnica: City of Guilds,187,,,,,,,,,0.06
2,,Twisted Justice,Ravnica: City of Guilds,237,,,,,,,,,0.04
4,,Vedalken Dismisser,Ravnica: City of Guilds,73,,,,,,,,,0.02
1,,Vedalken Entrancer,Ravnica: City of Guilds,74,,,,,,,,,0.01
1,,Veteran Armorer,Ravnica: City of Guilds,34,,,,,,,,,0.05
1,,Vindictive Mob,Ravnica: City of Guilds,112,,,,,,,,,0.03
2,,"Vitu-Ghazi, the City-Tree",Ravnica: City of Guilds,285,,,,,,,,,0.07
2,,Wojek Apothecary,Ravnica: City of Guilds,36,,,,,,,,,0.05
1,,Wojek Embermage,Ravnica: City of Guilds,152,,,,,,,,,0.05
4,,Battering Wurm,Guildpact,79,,,,,,,,,0.04
1,,Belfry Spirit,Guildpact,2,,,,,,,,,0.05
1,,Castigate,Guildpact,106,,,,,,,,,0.07
2,,Caustic Rain,Guildpact,44,,,,,,,,,0.04
4,,Conjurer's Ban,Guildpact,108,,,,,,,,,0.07
1,,Crash Landing,Guildpact,82,,,,,,,,,0.07
4,,Cry of Contrition,Guildpact,46,,,,,,,,,0.05
2,,Cryptwailing,Guildpact,47,,,,,,,,,0.06
3,,Daggerclaw Imp,Guildpact,48,,,,,,,,,0.04
1,,Droning Bureaucrats,Guildpact,4,,,,,,,,,0.05
3,,Dryad Sophisticate,Guildpact,83,,,,,,,,,0.07
4,,Frazzle,Guildpact,25,,,,,,,,,0.04
4,,Gatherer of Graces,Guildpact,85,,,,,,,,,0.07
1,,Ghor-Clan Bloodscale,Guildpact,66,,,,,,,,,0.02
1,,Goblin Flectomancer,Guildpact,116,,,,,,,,,0.08
1,,Gruul Guildmage,Guildpact,144,,,,,,,,,0.06
1,,Guardian's Magemark,Guildpact,8,,,,,,,,,0.04
1,,Infiltrator's Magemark,Guildpact,28,,,,,,,,,0.05
3,,Leap of Flame,Guildpact,121,,,,,,,,,0.05
2,,Mourning Thrull,Guildpact,146,,,,,,,,,0.05
1,,Necromancer's Magemark,Guildpact,53,,,,,,,,,0.05
1,,"Nivix, Aerie of the Firemind",Guildpact,160,,,,,,,,,0.04
1,,Ogre Savant,Guildpact,70,,,,,,,,,0.03
1,,Orzhov Guildmage,Guildpact,147,,,,,,,,,0.07
1,,"Orzhova, the Church of Deals",Guildpact,162,,,,,,,,,0.08
4,,Predatory Focus,Guildpact,92,,,,,,,,,0.09
3,,Pyromatics,Guildpact,72,,,,,,,,,0.04
1,,Rabble-Rouser,Guildpact,73,,,,,,,,,0.08
4,,Scab-Clan Mauler,Guildpact,128,,,,,,,,,0.05
1,,Schismotivate,Guildpact,129,,,,,,,,,0.06
3,,Scorched Rusalka,Guildpact,74,,,,,,,,,0.06
1,,Skarrgan Skybreaker,Guildpact,130,,,,,,,,,0.04
1,,Skyrider Trainee,Guildpact,17,,,,,,,,,0.03
4,,Smogsteed Rider,Guildpact,63,,,,,,,,,0.07
2,,Streetbreaker Wurm,Guildpact,133,,,,,,,,,0.05
1,,"Teysa, Orzhov Scion",Guildpact,134,,,,,,,,,2
2,,Thunderheads,Guildpact,37,,,,,,,,,0.04
1,,Tin Street Hooligan,Guildpact,78,,,,,,,,,0.05
1,,Torch Drake,Guildpact,38,,,,,,,,,0.03
3,,Train of Thought,Guildpact,39,,,,,,,,,0.04
3,,Vacuumelt,Guildpact,40,,,,,,,,,0.04
4,,Vedalken Plotter,Guildpact,41,,,,,,,,,0.09
2,,Vertigo Spawn,Guildpact,42,,,,,,,,,0.05
4,,Wee Dragonauts,Guildpact,137,,,,,,,,,0.05
4,,Wreak Havoc,Guildpact,139,,,,,,,,,0.07
4,,Avatar of Discord,Dissension,140,,,,,,,,,0.75
1,,Azorius First-Wing,Dissension,105,,,,,,,,,0.05
1,,Drekavac,Dissension,43,,,,,,,,,0.05
1,,Flame-Kin War Scout,Dissension,61,,,,,,,,,0.07
1,,Gnat Alley Creeper,Dissension,63,,,,,,,,,0.05
4,,Ignorant Bliss,Dissension,64,,,,,,,,,0.07
1,,Indrik Stomphowler,Dissension,86,,,,,,,,,0.08
1,,Ogre Gatecrasher,Dissension,67,,,,,,,,,0.02
1,,"Prahv, Spires of Order",Dissension,177,,,,,,,,,0.1
1,,Ragamuffyn,Dissension,51,,,,,,,,,0.06
4,,Seal of Fire,Dissension,71,,,,,,,,,0.05
1,,Silkwing Scout,Dissension,31,,,,,,,,,0.03
1,,Simic Initiate,Dissension,92,,,,,,,,,0.05
1,,Skyscribing,Dissension,32,,,,,,,,,0.1
1,,Slithering Shade,Dissension,55,,,,,,,,,0.07
1,,Soulsworn Jury,Dissension,17,,,,,,,,,0.04
1,,Sporeback Troll,Dissension,94,,,,,,,,,0.05
1,,Steeling Stance,Dissension,18,,,,,,,,,0.02
1,,Street Savvy,Dissension,97,,,,,,,,,0.02
4,,Taste for Mayhem,Dissension,75,,,,,,,,,0.05
4,,Thrive,Dissension,98,,,,,,,,,0.05
4,,Utvara Scalper,Dissension,76,,,,,,,,,0.03
4,,Valor Made Real,Dissension,20,,,,,,,,,0.05
4,,Verdant Eidolon,Dissension,100,,,,,,,,,0.05
4,,Vesper Ghoul,Dissension,57,,,,,,,,,0.03
4,,Vigean Hydropon,Dissension,135,,,,,,,,,0.05
4,,Vision Skeins,Dissension,36,,,,,,,,,0.05
4,,Whiptail Moloch,Dissension,79,,,,,,,,,0.02
4,,Wrecking Ball,Dissension,139,,,,,,,,,0.05
4,,Writ of Passage,Dissension,37,,,,,,,,,0.05
4,,Aurochs Herd,Coldsnap,103,,,,,,,,,0.08
1,,Balduvian Warlord,Coldsnap,77,,,,,,,,,0.06
1,,Boreal Centaur,Coldsnap,104,,,,,,,,,0.04
4,,Cryoclasm,Coldsnap,79,,,,,,,,,0.05
4,,Earthen Goo,Coldsnap,80,,,,,,,,,0.04
1,,Feast of Flesh,Coldsnap,56,,,,,,,,,0.04
1,,Frozen Solid,Coldsnap,35,,,,,,,,,0.04
1,,Gelid Shackles,Coldsnap,6,,,,,,,,,0.04
1,,Kjeldoran Gargoyle,Coldsnap,10,,,,,,,,,0.05
1,,Kjeldoran War Cry,Coldsnap,13,,,,,,,,,0.03
1,,Krovikan Mist,Coldsnap,38,,,,,,,,,0.05
4,,Martyr of Frost,Coldsnap,40,,,,,,,,,0.05
1,,Phyrexian Snowcrusher,Coldsnap,140,,,,,,,,,0.06
1,,Rimehorn Aurochs,Coldsnap,118,,,,,,,,,0.07
1,,Zombie Musher,Coldsnap,75,,,,,,,,,0.03
2,,Empty the Warrens,Time Spiral,152,,,,,,,,,0.2
2,,"Akroma, Angel of Fury",Planar Chaos,94,,,,,,,,,1.75
2,,Blightspeaker,Planar Chaos,64,,,,,,,,,0.01
1,,Bog Serpent,Planar Chaos,84,,,,,,,,,0.03
1,,Brain Gorgers,Planar Chaos,65,,,,,,,,,0.01
2,,Brute Force,Planar Chaos,116,,,,,,,,,0.05
1,,Erratic Mutation,Planar Chaos,41,,,,,,,,,0.01
2,,Giant Dustwasp,Planar Chaos,129,,,,,,,,,0.03
1,,Gossamer Phantasm,Planar Chaos,55,,,,,,,,,0.05
3,,Jodah's Avenger,Planar Chaos,42,,,,,,,,,0.07
2,,Keldon Marauders,Planar Chaos,102,,,,,,,,,0.13
1,,Lavacore Elemental,Planar Chaos,103,,,,,,,,,0.06
1,,Muck Drubb,Planar Chaos,76,,,,,,,,,0.05
1,,Pallid Mycoderm,Planar Chaos,10,,,,,,,,,0.05
1,,Rathi Trapper,Planar Chaos,90,,,,,,,,,0.05
1,,Reckless Wurm,Planar Chaos,120,,,,,,,,,0.07
1,,Revered Dead,Planar Chaos,29,,,,,,,,,0.05
1,,Ridged Kusite,Planar Chaos,78,,,,,,,,,0.04
1,,Utopia Vow,Planar Chaos,142,,,,,,,,,0.05
1,,Vitaspore Thallid,Planar Chaos,143,,,,,,,,,0.05
4,,Arc Blade,Future Sight,94,,,,,,,,,0.14
4,,Arcanum Wings,Future Sight,48,,,,,,,,,0.15
4,,Augur il-Vec,Future Sight,2,,,,,,,,,0.02
4,,Augur of Skulls,Future Sight,63,,,,,,,,,0.1
4,,Aven Augur,Future Sight,32,,,,,,,,,0.01
4,,Aven Mindcensor,Future Sight,18,,,,,,,,,0.45
4,,Blade of the Sixth Pride,Future Sight,19,,,,,,,,,0.02
5,,Blind Phantasm,Future Sight,49,,,,,,,,,0.01
4,,Bloodshot Trainee,Future Sight,110,,,,,,,,,0.05
4,,Bogardan Lancer,Future Sight,95,,,,,,,,,0.02
4,,Boldwyr Intimidator,Future Sight,111,,,,,,,,,0.07
4,,Bonded Fetch,Future Sight,50,,,,,,,,,0.09
4,,Bound in Silence,Future Sight,20,,,,,,,,,0.07
4,,Centaur Omenreader,Future Sight,143,,,,,,,,,0.1
4,,Char-Rumbler,Future Sight,96,,,,,,,,,0.07
4,,Chronomantic Escape,Future Sight,4,,,,,,,,,0.12
4,,Cloudseeder,Future Sight,33,,,,,,,,,0.05
4,,Cryptic Annelid,Future Sight,34,,,,,,,,,0.06
5,,Cutthroat il-Dal,Future Sight,64,,,,,,,,,0.01
4,,Cyclical Evolution,Future Sight,125,,,,,,,,,0.02
4,,Dakmor Salvage,Future Sight,169,,,,,,,,,0.99
4,,Death Rattle,Future Sight,82,,,,,,,,,0.01
6,,Deepcavern Imp,Future Sight,83,,,,,,,,,0.02
4,,Delay,Future Sight,35,,,,,,,,,1
4,,Dryad Arbor,Future Sight,174,,,,,,,,,6.1
5,,Dust of Moments,Future Sight,5,,,,,,,,,0.08
4,,Edge of Autumn,Future Sight,144,,,,,,,,,0.05
4,,Emberwilde Augur,Future Sight,97,,,,,,,,,0.03
4,,Emblem of the Warmind,Future Sight,112,,,,,,,,,0.09
4,,Even the Odds,Future Sight,6,,,,,,,,,0.06
4,,Fatal Attraction,Future Sight,98,,,,,,,,,0.03
6,,Festering March,Future Sight,65,,,,,,,,,0.06
4,,Fleshwrither,Future Sight,84,,,,,,,,,0.09
5,,Flowstone Embrace,Future Sight,113,,,,,,,,,0.01
4,,Fomori Nomad,Future Sight,114,,,,,,,,,0.01
4,,Foresee,Future Sight,36,,,,,,,,,0.01
4,,Frenzy Sliver,Future Sight,85,,,,,,,,,0.05
8,,Gathan Raiders,Future Sight,99,,,,,,,,,0.05
4,,Ghostfire,Future Sight,115,,,,,,,,,0.04
4,,Gift of Granite,Future Sight,7,,,,,,,,,0.01
4,,Goldmeadow Lookout,Future Sight,22,,,,,,,,,0.05
5,,Grave Peril,Future Sight,67,,,,,,,,,0.01
4,,Grave Scrabbler,Future Sight,86,,,,,,,,,0.09
4,,Grinning Ignus,Future Sight,116,,,,,,,,,0.05
4,,Haze of Rage,Future Sight,100,,,,,,,,,0.26
5,,Henchfiend of Ukor,Future Sight,117,,,,,,,,,0.03
4,,Homing Sliver,Future Sight,118,,,,,,,,,0.05
5,,Ichor Slick,Future Sight,68,,,,,,,,,0.01
4,,Imperiosaur,Future Sight,145,,,,,,,,,0.07
4,,Infiltrator il-Kor,Future Sight,37,,,,,,,,,0.01
5,,Judge Unworthy,Future Sight,9,,,,,,,,,0.01
5,,Kavu Primarch,Future Sight,128,,,,,,,,,0.01
5,,Keldon Megaliths,Future Sight,170,,,,,,,,,0.09
5,,Knight of Sursi,Future Sight,10,,,,,,,,,0.01
4,,Leaden Fists,Future Sight,38,,,,,,,,,0.01
4,,Llanowar Augur,Future Sight,129,,,,,,,,,0.01
4,,Llanowar Empath,Future Sight,130,,,,,,,,,0.01
4,,Llanowar Mentor,Future Sight,131,,,,,,,,,0.23
4,,Llanowar Reborn,Future Sight,171,,,,,,,,,0.2
4,,Logic Knot,Future Sight,52,,,,,,,,,0.1
4,,Lost Auramancers,Future Sight,11,,,,,,,,,0.29
4,,Lost Hours,Future Sight,69,,,,,,,,,0.01
4,,Lucent Liminid,Future Sight,24,,,,,,,,,0.01
4,,Lumithread Field,Future Sight,25,,,,,,,,,0.01
4,,Lymph Sliver,Future Sight,26,,,,,,,,,0.05
4,,Marshaling Cry,Future Sight,13,,,,,,,,,0.01
4,,Mass of Ghouls,Future Sight,88,,,,,,,,,0.01
4,,Mesmeric Sliver,Future Sight,53,,,,,,,,,0.05
4,,Minions' Murmurs,Future Sight,71,,,,,,,,,0.09
4,,Mistmeadow Skulk,Future Sight,27,,,,,,,,,0.09
4,,Mystic Speculation,Future Sight,41,,,,,,,,,0.5
4,,Nacatl War-Pride,Future Sight,147,,,,,,,,,1.25
4,,Narcomoeba,Future Sight,54,,,,,,,,,1.49
4,,Nessian Courser,Future Sight,148,,,,,,,,,0.01
5,,New Benalia,Future Sight,172,,,,,,,,,0.07
4,,Oblivion Crown,Future Sight,73,,,,,,,,,0.01
4,,Patrician's Scorn,Future Sight,29,,,,,,,,,0.04
4,,Petrified Plating,Future Sight,133,,,,,,,,,0.01
4,,Phosphorescent Feast,Future Sight,149,,,,,,,,,0.04
4,,Pooling Venom,Future Sight,74,,,,,,,,,0.24
4,,Putrid Cyclops,Future Sight,75,,,,,,,,,0.01
4,,Quiet Disrepair,Future Sight,134,,,,,,,,,0.01
4,,Ramosian Revivalist,Future Sight,30,,,,,,,,,0.07
4,,Ravaging Riftwurm,Future Sight,135,,,,,,,,,0.09
4,,Reality Strobe,Future Sight,43,,,,,,,,,0.24
4,,Riddle of Lightning,Future Sight,105,,,,,,,,,0.04
4,,Rift Elemental,Future Sight,106,,,,,,,,,0.05
4,,Riftsweeper,Future Sight,136,,,,,,,,,0.11
4,,Saltskitter,Future Sight,14,,,,,,,,,0.01
5,,Samite Censer-Bearer,Future Sight,15,,,,,,,,,0.01
5,,Sarcomite Myr,Future Sight,56,,,,,,,,,0.01
5,,Second Wind,Future Sight,57,,,,,,,,,0.07
4,,Shivan Sand-Mage,Future Sight,108,,,,,,,,,0.19
4,,Skirk Ridge Exhumer,Future Sight,77,,,,,,,,,0.16
4,,Skizzik Surger,Future Sight,120,,,,,,,,,0.05
4,,Sliversmith,Future Sight,163,,,,,,,,,0.12
4,,Snake Cult Initiation,Future Sight,89,,,,,,,,,0.14
4,,Soultether Golem,Future Sight,164,,,,,,,,,0.08
4,,Sparkspitter,Future Sight,109,,,,,,,,,0.07
5,,Spellwild Ouphe,Future Sight,151,,,,,,,,,0.02
4,,Spin into Myth,Future Sight,60,,,,,,,,,0.17
4,,Spirit en-Dal,Future Sight,17,,,,,,,,,0.09
4,,Sporoloth Ancient,Future Sight,152,,,,,,,,,0.01
4,,Sprout Swarm,Future Sight,138,,,,,,,,,0.16
4,,Storm Entity,Future Sight,122,,,,,,,,,0.14
